100	0.8345104000000001 0.014932475917944756
200	0.8372095000000002 0.02084447631987908
300	0.8248025999999999 0.01076692635063509
400	0.8282697000000001 0.015657789525025563
500	0.8283657999999999 0.018178885943863573
	0.8345104000000001 0.014932475917944756
	0.8372095000000002 0.02084447631987908
	0.8248025999999999 0.01076692635063509
	0.8282697000000001 0.015657789525025563
	0.8283657999999999 0.018178885943863573
