10	0.7686579 0.0021474420341420102
100	0.8331129 0.012274282866628104
200	0.8314168000000001 0.016209828264358617
300	0.8372841 0.013098323590826412
400	0.8289309999999999 0.012210518514788802
500	0.8374225000000001 0.015536197599477155
