10	0.43436700000000006 0.001230195919355931
100	0.21200709999999998 0.006882304286356422
200	0.1592395 0.0055221953831786855
300	0.1405974 0.004523788217854591
400	0.12428199999999998 0.003665510469225265
500	0.1152614 0.005741045744461545
